OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER,HELIPAD
11878,REHAB HOSPITAL AT HEATHER HILL CARE COMMUNITIES,12340 BASS LAKE ROAD,CHARDON,OH,44024,(440) 285-4040,REHABILITATION,OPEN,GEAUGA,USA,41.5357086,-81.22301229,PROPRIETARY,N
11879,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVERCREEK,OH,45431,(937) 702-4000,GENERAL ACUTE CARE,OPEN,GREENE,USA,39.77104394,-84.06305299,NON-PROFIT,Y
11880,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,(937) 352-2000,GENERAL ACUTE CARE,OPEN,GREENE,USA,39.70012517,-83.92774061,NON-PROFIT,Y
11881,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,(505) 426-3930,GENERAL ACUTE CARE,OPEN,SAN MIGUEL,USA,35.62344426,-105.2108726,PROPRIETARY,Y
11882,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220,(575) 887-4570,GENERAL ACUTE CARE,OPEN,EDDY,USA,32.4425387,-104.2579301,PROPRIETARY,Y
11883,ALBUQUERQUE - AMG SPECIALTY HOSPITAL LLC,235 ELM STREET NORTHEAST,ALBUQUERQUE,NM,87102,(505) 842-5550,LONG TERM CARE,OPEN,BERNALILLO,USA,35.08491077,-106.6390713,PROPRIETARY,N
11884,CAMBRIDGE BEHAVORIAL HOSPITAL,66755 STATE STREET,CAMBRIDGE,OH,43725,(813) 978-1933,PSYCHIATRIC,OPEN,GUERNSEY,USA,40.06689584,-81.58206031,PROPRIETARY,N
11885,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,(740) 439-8112,GENERAL ACUTE CARE,OPEN,GUERNSEY,USA,40.04147319,-81.57739234,NON-PROFIT,N
11886,HIMA SAN PABLO - FAJARDO,PR-194 AVE GENERAL VALERO #404 PR-194,FAJARDO,PR,738,(787) 655-0505,GENERAL ACUTE CARE,OPEN,FAJARDO,PRI,18.33671711,-65.65449058,NOT AVAILABLE,N
11887,CARIBBEAN MEDICAL CENTER,151 OSVALDO AVENUE,FAJARDO,PR,738,(787) 801-0081,GENERAL ACUTE CARE,OPEN,FAJARDO,PRI,18.33201624,-65.65025508,NOT AVAILABLE,N
11888,CLINICA SANTA ROSA,VETERANS AVENUE,GUAYAMA,PR,785,(787) 864-0101,GENERAL ACUTE CARE,OPEN,GUAYAMA,PRI,17.98077092,-66.10616612,NON-PROFIT,N
11889,SUMMIT HEALTHCARE ASSOCIATION,2200 E SHOW LOW LAKE RD,SHOW LOW,AZ,85901,(928) 537-4380,GENERAL ACUTE CARE,OPEN,NAVAJO,USA,34.20249383,-110.0177007,NON-PROFIT,Y
11890,CHILDREN'S HOSPITAL MC - COLLEGE HILL,5642 HAMILTON AVENUE,CINCINNATI,OH,45224,(513) 636-4200,PSYCHIATRIC,OPEN,HAMILTON,USA,39.19263394,-84.54387645,NON-PROFIT,N
11891,"JEWISH HOSPITAL, LLC",4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,(513) 686-3000,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.20595098,-84.38094165,NON-PROFIT,Y
11892,CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,(513) 636-4200,CHILDREN,OPEN,HAMILTON,USA,39.14090637,-84.50235818,NON-PROFIT,Y
11893,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,(513) 584-1000,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.13835766,-84.50371612,NON-PROFIT,Y
11894,CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,(513) 585-1139,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.12093059,-84.51090697,NON-PROFIT,N
11895,PROFESSIONAL HOSPITAL,CARR. 199 KM 1.3,GUAYNABO,PR,970,(787) 708-6560,GENERAL ACUTE CARE,OPEN,SAN JUAN,PRI,18.36243009,-66.09771424,NOT AVAILABLE,N
11896,UC MEDICAL CENTER PSYCHIATRIC,311 STRAIGHT STREET,CINCINNATI,OH,45219,(513) 584-1000,PSYCHIATRIC,OPEN,HAMILTON,USA,39.12953113,-84.52229563,NON-PROFIT,N
11898,HOSP DR DOMINGUEZ INC,AVE FONT MARTELO 300,HUMACAO PUEBLO,PR,791,(787) 852-0505,GENERAL ACUTE CARE,OPEN,HUMACAO,PRI,18.15274643,-65.83403257,NOT AVAILABLE,N
11899,HOSP RYDER MEMORIAL INC,355 FONT MARTELO STREET,HUMACAO,PR,791,(787) 852-0768,GENERAL ACUTE CARE,OPEN,HUMACAO,PRI,18.1560003,-65.83508002,NON-PROFIT,N
11900,HOSP ANDRES GRILLASCA INC (CENTRO DE ONCOLOGICA AVANZADA),CENTRO MEDICO DE PONCE,PONCE,PR,733,(787) 848-0800,SPECIAL,OPEN,PONCE,PRI,18.03325021,-66.59313035,NON-PROFIT,N
11901,HOSP PSIQUIATRIA FORENSE DE PONCE,PR-14 KM 4.2,PONCE,PR,731,(787) 844-0101,GENERAL ACUTE CARE,OPEN,PONCE,PRI,18.03439368,-66.59454152,NOT AVAILABLE,N
11902,"DRAKE CENTER FOR POST-ACUTE CARE, LLC",2139 AUBURN AVENUE,CINCINNATI,OH,45219,(513) 418-2624,LONG TERM CARE,OPEN,HAMILTON,USA,39.12129941,-84.51040728,NON-PROFIT,N
11903,DRAKE CENTER INC,151 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,(513) 418-2624,LONG TERM CARE,OPEN,HAMILTON,USA,39.2126397,-84.48114866,NON-PROFIT,N
11904,HOSP EPISCOPAL SAN LUCAS 2,PR-14 AVE TITO CASTRO 917,PONCE,PR,733,(787) 844-2080,GENERAL ACUTE CARE,OPEN,PONCE,PRI,18.03120341,-66.59474837,NOT AVAILABLE,N
11905,MERCY HEALTH - WEST HOSPITAL,3300 MERCY HEALTH BLVD,CINCINNATI,OH,45211,(513) 215-0200,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.18062003,-84.59639942,NON-PROFIT,Y
11906,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,(513) 861-3100,MILITARY,OPEN,HAMILTON,USA,39.13941364,-84.50819455,GOVERNMENT - FEDERAL,N
11907,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,3131 QUEEN CITY AVENUE,CINCINNATI,OH,45238,(513) 389-5915,GENERAL ACUTE CARE,CLOSED,HAMILTON,USA,39.13526549,-84.60665091,NON-PROFIT,N
11908,MERCY ST THERESA CENTER,7010 ROWAN HILL DR,CINCINNATI,OH,45227,(513) 527-7475,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.14934798,-84.36901808,NON-PROFIT,N
11909,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,(419) 423-4500,GENERAL ACUTE CARE,OPEN,HANCOCK,USA,41.01765267,-83.65136419,NON-PROFIT,Y
11910,"HENRY COUNTY HOSPITAL, INC",1600 EAST RIVERVIEW AVENUE,NAPOLEON,OH,43545,(419) 592-4015,CRITICAL ACCESS,OPEN,HENRY,USA,41.41133547,-84.08734603,NON-PROFIT,N
11911,ADENA GREENFIELD MEDICAL CENTER,550 MIRABEAU STREET,GREENFIELD,OH,45123,(937) 981-9400,CRITICAL ACCESS,OPEN,HIGHLAND,USA,39.34866733,-83.38773194,NON-PROFIT,N
11912,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,(937) 393-6100,CRITICAL ACCESS,OPEN,HIGHLAND,USA,39.22175301,-83.61076523,GOVERNMENT - DISTRICT/AUTHORITY,Y
11913,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,(740) 380-8000,CRITICAL ACCESS,OPEN,HOCKING,USA,39.54795259,-82.42961114,GOVERNMENT - LOCAL,N
11914,POMERENE HOSPITAL,981 WOOSTER ROAD,MILLERSBURG,OH,44654,(330) 674-1015,GENERAL ACUTE CARE,OPEN,HOLMES,USA,40.56509454,-81.91990673,GOVERNMENT - LOCAL,N
11915,HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI,"HOSPITALS DOCTOR CENTER, PR-2 KM 47.7",MANATI,PR,674,(787) 621-3800,REHABILITATION,OPEN,MANATI,PRI,18.43391033,-66.47468203,PROPRIETARY,N
11916,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,(419) 668-8101,GENERAL ACUTE CARE,OPEN,HURON,USA,41.22570427,-82.60421025,NON-PROFIT,Y
11917,MERCY WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,44890,(419) 964-5000,CRITICAL ACCESS,OPEN,HURON,USA,41.04823995,-82.72436452,NON-PROFIT,N
11918,TRINITY MEDICAL CTR EAST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,(740) 264-8360,GENERAL ACUTE CARE,OPEN,JEFFERSON,USA,40.35475553,-80.62549638,NON-PROFIT,N
11919,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,(740) 393-9623,GENERAL ACUTE CARE,OPEN,KNOX,USA,40.39971617,-82.44853752,NON-PROFIT,Y
11920,TRIPOINT MEDICAL CENTER,7590 AUBURN ROAD,PAINESVILLE,OH,44077,(440) 375-8100,GENERAL ACUTE CARE,OPEN,LAKE,USA,41.66260964,-81.24708078,NON-PROFIT,Y
11921,MAYAGUEZ MEDICAL CENTER,410 HOSTOS AVENUE,MAYAGUEZ,PR,681,(787) 652-9200,GENERAL ACUTE CARE,OPEN,MAYAGUEZ,PRI,18.18063724,-67.15284971,GOVERNMENT - STATE,N
11922,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,(440) 953-3000,PSYCHIATRIC,OPEN,LAKE,USA,41.62474287,-81.43356222,PROPRIETARY,N
11923,LAKE WEST HOSPITAL,36000 EUCLID AVENUE,WILLOUGHBY,OH,44094,(440) 375-8100,GENERAL ACUTE CARE,OPEN,LAKE,USA,41.62571845,-81.43220592,NON-PROFIT,Y
11924,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,(740) 886-9911,GENERAL ACUTE CARE,OPEN,LAWRENCE,USA,38.44178848,-82.39298211,PROPRIETARY,N
11925,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,NEWARK,OH,43055,(740) 348-4000,GENERAL ACUTE CARE,OPEN,LICKING,USA,40.04830193,-82.45063523,NON-PROFIT,Y
11926,MEDICAL CENTER OF NEWARK LLC,2000 TAMARACK ROAD,NEWARK,OH,43055,(740) 522-7800,GENERAL ACUTE CARE,CLOSED,LICKING,USA,40.04263075,-82.46507819,NOT AVAILABLE,N
11927,SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD,2ND FLOOR",NEWARK,OH,43055,(717) 975-4502,LONG TERM CARE,OPEN,LICKING,USA,40.04255936,-82.46466179,PROPRIETARY,N
11928,SHEPERD HILL HOSPITAL,200 MESSIMER DRIVE,NEWARK,OH,43055,(220) 564-4887,PSYCHIATRIC,OPEN,LICKING,USA,40.04107272,-82.4536751,NON-PROFIT,N
11929,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,(937) 592-4015,GENERAL ACUTE CARE,OPEN,LOGAN,USA,40.36954177,-83.75553126,NON-PROFIT,N
11930,EMH REGIONAL MEDICAL CENTER,630 EAST RIVER STREET,ELYRIA,OH,44035,(440) 329-7500,GENERAL ACUTE CARE,OPEN,LORAIN,USA,41.36685559,-82.09729235,NON-PROFIT,Y
11931,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,AZ,85008,(602) 220-6000,PSYCHIATRIC,OPEN,MARICOPA,USA,33.45342284,-112.0280907,GOVERNMENT - STATE,N
11932,CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS,600 NORTH UNION AVENUE,NEW BRAUNFELS,TX,78130,(830) 606-2170,GENERAL ACUTE CARE,OPEN,COMAL,USA,29.71535513,-98.12308758,NON-PROFIT,Y
11933,SPECIALTY HOSPITAL OF LORAIN,"254 CLEVELAND AVENUE,2ND FLOOR",AMHERST,OH,44001,(440) 988-6260,LONG TERM CARE,OPEN,LORAIN,USA,41.39919663,-82.22358735,NON-PROFIT,Y
11934,MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,OH,44074,(440) 775-1211,CRITICAL ACCESS,OPEN,LORAIN,USA,41.29506476,-82.22471297,NON-PROFIT,Y
11935,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,(419) 893-5911,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.55731149,-83.68291445,NON-PROFIT,Y
11936,PROMEDICA WILDWOOD ORTHOPEDICA AND SPINE HOSPITAL,2901 N REYNOLDS RD,TOLEDO,OH,43615,(419) 291-4000,SPECIAL,OPEN,LUCAS,USA,41.67384221,-83.67355234,NON-PROFIT,N
11937,BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OREGON,OH,43616,(419) 690-7900,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.62120199,-83.48049106,NON-PROFIT,N
11938,FLOWER HOSPITAL,5200 HARROUN ROAD,SYLVANIA,OH,43560,(419) 824-1819,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.70894065,-83.69134627,NON-PROFIT,Y
11939,REGENCY HOSPITAL OF TOLEDO,5220 WEST ALEXIS ROAD,SYLVANIA,OH,43560,(419) 318-5700,LONG TERM CARE,OPEN,LUCAS,USA,41.71919045,-83.66907028,PROPRIETARY,N
11940,MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,OREGON,OH,43616,(419) 696-7200,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.63512384,-83.48522521,NON-PROFIT,Y
11941,MERCY ST ANNE HOSPITAL,3404 SYLVANIA AVENUE,TOLEDO,OH,43623,(419) 407-2400,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.6935993,-83.62568153,NON-PROFIT,N
11942,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,(419) 251-4200,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.66866995,-83.54278976,NON-PROFIT,Y
11943,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,930 SOUTH DETROIT AVENUE,TOLEDO,OH,43614,(419) 381-1881,PSYCHIATRIC,OPEN,LUCAS,USA,41.62137509,-83.59947972,GOVERNMENT - STATE,N
11944,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,(419) 291-4000,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.67234956,-83.59525839,NON-PROFIT,Y
11945,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLNWAY,JEFFERSON,IA,50129,(515) 386-2114,CRITICAL ACCESS,OPEN,GREENE,USA,42.01599764,-94.38893366,GOVERNMENT - LOCAL,Y
11946,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,(419) 530-5514,GENERAL ACUTE CARE,OPEN,LUCAS,USA,41.61876724,-83.61603264,GOVERNMENT - STATE,Y
11947,MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,LONDON,OH,43140,(740) 845-7000,GENERAL ACUTE CARE,OPEN,MADISON,USA,39.8925546,-83.45425546,NON-PROFIT,Y
11948,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,(575) 439-6100,GENERAL ACUTE CARE,OPEN,OTERO,USA,32.92454215,-105.9346758,NON-PROFIT,Y
11949,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,(330) 729-8000,GENERAL ACUTE CARE,OPEN,MAHONING,USA,41.01547566,-80.65561768,PROPRIETARY,N
11950,VALLEY VIEW MEDICAL CENTER,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,(435) 868-5000,GENERAL ACUTE CARE,OPEN,IRON,USA,37.69976036,-113.0666749,NON-PROFIT,Y
11951,SAN JUAN REGIONAL REHABILITATION HOSPITAL,525 SOUTH SCHWARTZ AVENUE,FARMINGTON,NM,87401,(505) 609-2625,REHABILITATION,OPEN,SAN JUAN,USA,36.72557999,-108.2161208,NON-PROFIT,Y
11952,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,(505) 609-2000,GENERAL ACUTE CARE,OPEN,SAN JUAN,USA,36.72383519,-108.2168178,NON-PROFIT,Y
11953,NEW MEXICO BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS,3695 HOT SPRINGS BOULEVARD,LAS VEGAS,NM,87701,(505) 454-2203,PSYCHIATRIC,OPEN,SAN MIGUEL,USA,35.60836498,-105.2422451,GOVERNMENT - STATE,N
11954,ROOSEVELT GENERAL HOSPITAL,42121 UNITED STATES HIGHWAY 70,PORTALES,NM,88130,(575) 359-1800,GENERAL ACUTE CARE,OPEN,ROOSEVELT,USA,34.16890339,-103.3622639,GOVERNMENT - DISTRICT/AUTHORITY,Y
11955,CENTRAL VALLEY MEDICAL CENTER,48 WEST 1500 NORTH,NEPHI,UT,84648,(435) 623-3000,CRITICAL ACCESS,OPEN,JUAB,USA,39.73146216,-111.8377406,NON-PROFIT,N
11956,NORTHERN NAVAJO MEDICAL CENTER,HWY 491 NORTH,SHIPROCK,NM,87420,(505) 368-3600,CRITICAL ACCESS,OPEN,SAN JUAN,USA,36.80525916,-108.6914101,GOVERNMENT - FEDERAL,Y
11957,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,(928) 757-2100,GENERAL ACUTE CARE,OPEN,MOHAVE,USA,35.22007084,-114.0369774,NON-PROFIT,Y
11958,LITTLE COLORADO MEDICAL CENTER,1501 N WILLIAMSON AVE,WINSLOW,AZ,86047,(928) 289-4690,CRITICAL ACCESS,OPEN,NAVAJO,USA,35.03580769,-110.6925089,NON-PROFIT,Y
11959,PRESBYTERIAN RUST MEDICAL CENTER,2400 UNSER BLVD. SE,RIO RANCHO,NM,87124,(505) 253-1143,GENERAL ACUTE CARE,OPEN,SANDOVAL,USA,35.21936214,-106.693207,NON-PROFIT,Y
11960,CHRISTUS ST. VINCENT PHYSICIANS MEDICAL CENTER,2990 RODEO PARK DRIVE EAST,SANTA FE,NM,87505,(505) 428-5400,GENERAL ACUTE CARE,OPEN,SANTA FE,USA,35.63346536,-105.9632958,NON-PROFIT,N
11961,UNION COUNTY GENERAL HOSPITAL,300 WILSON ST,CLAYTON,NM,88415,(575) 374-7001,GENERAL ACUTE CARE,OPEN,UNION,USA,36.45422867,-103.1932972,NON-PROFIT,N
11962,SOCORRO GENERAL HOSPITAL,1202 UNITED STATES HIGHWAY 60,SOCORRO,NM,87801,(505) 835-8700,GENERAL ACUTE CARE,OPEN,SOCORRO,USA,34.03744955,-106.9114732,NON-PROFIT,Y
11965,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MOHAVE,USA,34.48045399,-114.3387897,PROPRIETARY,Y
11967,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,(928) 763-2270,GENERAL ACUTE CARE,OPEN,MOHAVE,USA,35.11084717,-114.5550477,PROPRIETARY,Y
11968,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2905 W WARNER ROAD,CHANDLER,AZ,85224,(480) 603-9000,SPECIAL,OPEN,MARICOPA,USA,33.33388599,-111.8912838,PROPRIETARY,N
11969,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,(304) 843-3230,GENERAL ACUTE CARE,OPEN,MARSHALL,USA,39.94614193,-80.75243755,NON-PROFIT,Y
11970,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,(575) 257-8200,GENERAL ACUTE CARE,OPEN,LINCOLN,USA,33.32223999,-105.6313003,NON-PROFIT,N
11971,LEA REGIONAL MEDICAL CENTER,5419 NORTH LOVINGTON HIGHWAY,HOBBS,NM,88240,(575) 492-5000,GENERAL ACUTE CARE,OPEN,LEA,USA,32.76231971,-103.184921,PROPRIETARY,Y
11972,NOR LEA DISTRICT HOSPITAL,1600 NORTH MAIN,LOVINGTON,NM,88260,(575) 396-6611,GENERAL ACUTE CARE,OPEN,LEA,USA,32.96528184,-103.3473744,GOVERNMENT - DISTRICT/AUTHORITY,Y
11973,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,(505) 662-4201,GENERAL ACUTE CARE,OPEN,LOS ALAMOS,USA,35.88169964,-106.3193002,PROPRIETARY,Y
11974,MIMBRES MEMORIAL HOSPITAL,900 WEST ASH STREET,DEMING,NM,88030,(575) 546-5803,GENERAL ACUTE CARE,OPEN,LUNA,USA,32.26033611,-107.7677277,PROPRIETARY,N
11975,GUADALUPE COUNTY HOSPITAL,117 CAMINO DE VIDA,SANTA ROSA,NM,88435,(575) 472-3417,GENERAL ACUTE CARE,OPEN,GUADALUPE,USA,34.93021528,-104.6935647,GOVERNMENT - LOCAL,N
11976,GILA REGIONAL MEDICAL CENTER,1313 EAST 32ND STREET,SILVER CITY,NM,88061,(575) 538-4000,GENERAL ACUTE CARE,OPEN,GRANT,USA,32.79712998,-108.2609177,GOVERNMENT - LOCAL,Y
11977,ARTESIA GENERAL HOSPITAL,702 NORTH 13TH STREET,ARTESIA,NM,88210,(575) 748-3333,GENERAL ACUTE CARE,OPEN,EDDY,USA,32.84897478,-104.4108614,NON-PROFIT,Y
11978,PEAK BEHAVIORAL HEALTH SERVICES,5065 MCNUTT ROAD,SANTA TERESA,NM,88008,(575) 589-3000,PSYCHIATRIC,OPEN,DONA ANA,USA,31.84226996,-106.6197642,PROPRIETARY,N
11979,ARIZONA SPINE & JOINT HOSPITAL,4629 E. BASELINE ROAD,MESA,AZ,85206,(480) 832-4770,SPECIAL,OPEN,MARICOPA,USA,33.38030393,-111.7348004,PROPRIETARY,N
11980,ABRAZO ARROWHEAD CAMPUS,18701 N 67TH AVENUE,GLENDALE,AZ,85308,(623) 561-1000,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,33.6550542,-112.2015818,PROPRIETARY,N
11981,AURORA BEHAVIORAL HEALTHCARE-PHOENIX,6015 W PEORIA AVENUE,GLENDALE,AZ,85302,(623) 344-4400,PSYCHIATRIC,OPEN,MARICOPA,USA,33.58123531,-112.1893717,PROPRIETARY,N
11982,GLENWOOD STATE HOSPITAL SCHOOL,711 SOUTH VINE STREET,GLENWOOD,IA,51534,(712) 527-4811,GENERAL ACUTE CARE,OPEN,MILLS,USA,41.03921194,-95.73556612,GOVERNMENT - STATE,N
11984,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO,4451 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,(575) 521-6600,LONG TERM CARE,OPEN,DONA ANA,USA,32.32603749,-106.7249943,PROPRIETARY,N
11985,REHABILITATION HOSPITAL OF SOUTHERN NEW MEXICO,4441 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,(575) 521-6400,REHABILITATION,OPEN,DONA ANA,USA,32.32542071,-106.7244872,PROPRIETARY,N
11986,BHC MESILLA VALLEY HOSPITAL,3751 DEL REY BOULEVARD,LAS CRUCES,NM,88012,(800) 877-3500,PSYCHIATRIC,OPEN,DONA ANA,USA,32.35661986,-106.7739975,PROPRIETARY,N
11987,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,(575) 556-7600,GENERAL ACUTE CARE,OPEN,DONA ANA,USA,32.32366851,-106.7289159,PROPRIETARY,Y
11988,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 REDROCK DRIVE,GALLUP,NM,87301,(505) 863-7000,GENERAL ACUTE CARE,OPEN,MCKINLEY,USA,35.50651464,-108.7265048,NON-PROFIT,Y
11989,CROWNPOINT PUBLIC HEALTH SERVICES INDIAN HOSPITAL,STATE ROUTE 371 AND ROUTE 9,CROWNPOINT,NM,87313,(505) 786-5291,GENERAL ACUTE CARE,OPEN,MCKINLEY,USA,35.69866636,-108.1396105,GOVERNMENT - FEDERAL,N
11990,DOCTOR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,(575) 461-7007,GENERAL ACUTE CARE,OPEN,QUAY,USA,35.15663244,-103.7225745,NON-PROFIT,Y
11991,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,(505) 753-1502,GENERAL ACUTE CARE,OPEN,RIO ARRIBA,USA,35.99725109,-106.0888278,NON-PROFIT,Y
11992,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,85295,(480) 984-2000,GENERAL ACUTE CARE,OPEN,MARICOPA,USA,33.31390869,-111.6874273,PROPRIETARY,Y
11993,HEALTHSOUTH EAST VALLEY REHABILITATION,5652 E BASELINE ROAD,GILBERT,AZ,85206,(480) 567-0350,REHABILITATION,OPEN,MARICOPA,USA,33.37995297,-111.709875,PROPRIETARY,N
11994,PLAINS REGIONAL MEDICAL CENTER CLOVIS,2100 NORTH MARTIN LUTHER KING JUNIOR BOULEVARD,CLOVIS,NM,88101,(575) 769-7155,GENERAL ACUTE CARE,OPEN,CURRY,USA,34.42062096,-103.2337896,NON-PROFIT,Y
11995,GALLUP INDIAN MEDICAL CENTER,516 NIZHONI BOULEVARD,GALLUP,NM,87301,(505) 722-1000,GENERAL ACUTE CARE,OPEN,MCKINLEY,USA,35.50764586,-108.7298805,GOVERNMENT - FEDERAL,N
11996,HEART HOSPITAL OF NEW MEXICO,504 ELM STREET NORTHEAST,ALBUQUERQUE,NM,87102,(505) 727-8000,SPECIAL,OPEN,BERNALILLO,USA,35.08779025,-106.6370569,PROPRIETARY,Y
11997,LOVELACE REHABILITATION HOSPITAL,505 ELM STREET NORTHEAST,ALBUQUERQUE,NM,87102,(505) 727-4781,REHABILITATION,OPEN,BERNALILLO,USA,35.08777267,-106.6383453,PROPRIETARY,Y
11998,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NORTHWEST,ALBUQUERQUE,NM,87114,(505) 727-2001,GENERAL ACUTE CARE,OPEN,BERNALILLO,USA,35.20745035,-106.6770548,PROPRIETARY,N
11999,UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BOULEVARD NORTHEAST,ALBUQUERQUE,NM,87106,(505) 272-2111,GENERAL ACUTE CARE,OPEN,BERNALILLO,USA,35.08815273,-106.6171879,GOVERNMENT - STATE,Y
12000,KINDRED HOSPITAL - ALBUQUERQUE,700 HIGH STREET NORTHEAST,ALBUQUERQUE,NM,87102,(505) 242-4444,LONG TERM CARE,OPEN,BERNALILLO,USA,35.08887048,-106.6378833,PROPRIETARY,Y
